presvote20post,birthyr,gender4,educ,race,urbancity,religpew,gunown,edloan,vote_choice,age,gender,education,race_group,location
2,1981,1,5,1,1,2,8,2,republican,41,male,college graduate,white,urban
1,1965,2,4,3,2,11,3,1,democrat,57,female,some college,hispanic,suburban
1,1946,2,6,1,2,1,3,2,democrat,76,female,postgraduate,white,suburban
1,1968,2,6,1,1,2,3,1,democrat,54,female,postgraduate,white,urban
1,1949,2,3,1,4,1,3,2,democrat,73,female,some college,white,other
1,1935,2,3,1,2,2,3,2,democrat,87,female,some college,white,suburban
2,1948,1,2,1,2,2,1,2,republican,74,male,high school or less,white,suburban
2,1953,1,2,1,4,12,1,2,republican,69,male,high school or less,white,other
1,1956,2,6,2,2,1,3,1,democrat,66,female,postgraduate,black,suburban
2,1954,1,6,1,2,2,1,2,republican,68,male,postgraduate,white,suburban
2,1945,2,2,1,4,1,3,2,republican,77,female,high school or less,white,other
2,1956,2,3,1,4,1,8,2,republican,66,female,some college,white,other
2,1982,2,3,1,4,1,8,2,republican,40,female,some college,white,other
1,1947,2,6,1,2,11,3,2,democrat,75,female,postgraduate,white,suburban
6,1967,2,6,1,1,2,3,1,other,55,female,postgraduate,white,urban
1,1964,2,4,3,1,2,3,1,democrat,58,female,some college,hispanic,urban
1,1987,2,4,1,2,9,2,1,democrat,35,female,some college,white,suburban
2,1952,1,2,1,4,2,1,2,republican,70,male,high school or less,white,other
1,1956,1,2,3,1,11,3,2,democrat,66,male,high school or less,hispanic,urban
6,1965,1,3,1,1,11,3,2,other,57,male,some college,white,urban
6,1977,1,3,1,3,11,8,2,other,45,male,some college,white,rural
1,1951,2,4,1,1,2,1,2,democrat,71,female,some college,white,urban
1,1944,2,4,1,3,12,1,2,democrat,78,female,some college,white,rural
1,1993,1,4,1,2,11,3,1,democrat,29,male,some college,white,suburban
6,1977,1,2,1,4,2,NA,NA,other,45,male,high school or less,white,other
2,1953,2,2,1,4,1,1,2,republican,69,female,high school or less,white,other
1,1944,2,2,2,1,1,3,2,democrat,78,female,high school or less,black,urban
1,1998,1,2,1,1,2,2,2,democrat,24,male,high school or less,white,urban
1,1969,2,4,3,2,11,3,2,democrat,53,female,some college,hispanic,suburban
1,1977,2,3,1,2,12,3,2,democrat,45,female,some college,white,suburban
2,1949,1,2,1,2,2,1,2,republican,73,male,high school or less,white,suburban
1,1942,2,3,1,2,1,1,2,democrat,80,female,some college,white,suburban
6,2003,1,4,5,2,11,NA,NA,other,19,male,some college,other,suburban
2,1949,1,2,1,4,1,NA,NA,republican,73,male,high school or less,white,other
1,1993,1,2,2,2,1,3,2,democrat,29,male,high school or less,black,suburban
2,1982,1,4,5,4,11,1,2,republican,40,male,some college,other,other
2,1952,1,5,1,4,2,1,2,republican,70,male,college graduate,white,other
2,1954,2,3,1,2,2,1,2,republican,68,female,some college,white,suburban
2,1967,1,2,1,3,11,8,2,republican,55,male,high school or less,white,rural
6,1976,2,3,1,2,10,2,2,other,46,female,some college,white,suburban
1,1983,1,5,1,1,2,3,2,democrat,39,male,college graduate,white,urban
2,1984,1,3,1,2,12,1,2,republican,38,male,some college,white,suburban
2,1960,2,3,1,4,1,3,2,republican,62,female,some college,white,other
2,1954,1,4,1,4,1,NA,NA,republican,68,male,some college,white,other
1,1978,1,4,1,1,2,3,2,democrat,44,male,some college,white,urban
6,1994,2,3,1,3,11,2,1,other,28,female,some college,white,rural
1,1986,1,3,3,1,12,3,1,democrat,36,male,some college,hispanic,urban
1,2000,1,3,1,2,10,NA,NA,democrat,22,male,some college,white,suburban
1,1980,1,5,2,2,12,3,1,democrat,42,male,college graduate,black,suburban
6,2003,1,3,1,2,11,2,2,other,19,male,some college,white,suburban
1,1961,2,2,1,2,11,3,1,democrat,61,female,high school or less,white,suburban
3,1947,1,5,1,4,11,1,2,did not vote,75,male,college graduate,white,other
2,1955,1,3,1,2,1,1,2,republican,67,male,some college,white,suburban
2,1982,1,3,1,2,1,1,2,republican,40,male,some college,white,suburban
2,1962,1,2,1,2,11,1,2,republican,60,male,high school or less,white,suburban
1,2000,2,4,1,2,11,3,2,democrat,22,female,some college,white,suburban
2,1995,1,5,1,4,11,NA,NA,republican,27,male,college graduate,white,other
2,1951,2,2,1,1,2,1,2,republican,71,female,high school or less,white,urban
1,1938,2,6,1,4,5,3,1,democrat,84,female,postgraduate,white,other
1,1961,1,4,3,1,11,3,2,democrat,61,male,some college,hispanic,urban
2,1948,2,3,1,4,1,2,2,republican,74,female,some college,white,other
1,1965,1,5,1,1,10,3,2,democrat,57,male,college graduate,white,urban
2,1967,1,5,1,2,2,3,2,republican,55,male,college graduate,white,suburban
1,1983,1,5,1,1,10,1,2,democrat,39,male,college graduate,white,urban
6,2001,1,3,2,1,11,8,2,other,21,male,some college,black,urban
2,1980,1,3,1,3,1,8,2,republican,42,male,some college,white,rural
2,1948,1,4,1,4,1,1,2,republican,74,male,some college,white,other
1,1950,1,5,1,2,9,3,2,democrat,72,male,college graduate,white,suburban
2,1966,1,5,1,1,9,1,2,republican,56,male,college graduate,white,urban
6,1965,2,4,6,1,11,3,2,other,57,female,some college,other,urban
6,2000,1,2,1,3,11,3,2,other,22,male,high school or less,white,rural
2,1953,2,2,1,2,1,2,2,republican,69,female,high school or less,white,suburban
2,1951,2,2,1,1,1,NA,2,republican,71,female,high school or less,white,urban
2,1952,1,2,3,1,2,3,2,republican,70,male,high school or less,hispanic,urban
1,1937,2,2,1,3,2,3,2,democrat,85,female,high school or less,white,rural
1,1973,2,2,1,2,2,NA,NA,democrat,49,female,high school or less,white,suburban
1,1951,1,2,1,1,2,NA,NA,democrat,71,male,high school or less,white,urban
1,1941,1,2,2,2,12,3,2,democrat,81,male,high school or less,black,suburban
2,1964,1,2,1,2,1,3,2,republican,58,male,high school or less,white,suburban
1,1985,1,5,1,2,9,2,2,democrat,37,male,college graduate,white,suburban
1,1970,1,5,1,2,11,3,2,democrat,52,male,college graduate,white,suburban
6,2003,1,3,6,2,1,NA,NA,other,19,male,some college,other,suburban
2,1972,2,3,1,2,1,3,2,republican,50,female,some college,white,suburban
2,1989,1,5,1,3,2,1,2,republican,33,male,college graduate,white,rural
1,1976,1,2,2,2,10,3,2,democrat,46,male,high school or less,black,suburban
1,1955,1,5,1,2,10,1,2,democrat,67,male,college graduate,white,suburban
2,1997,2,5,1,2,1,3,2,republican,25,female,college graduate,white,suburban
1,1983,1,6,4,1,2,1,2,democrat,39,male,postgraduate,asian,urban
1,1997,2,4,1,2,1,3,2,democrat,25,female,some college,white,suburban
1,1976,1,5,1,1,10,3,2,democrat,46,male,college graduate,white,urban
2,1949,1,3,1,1,2,3,2,republican,73,male,some college,white,urban
6,1983,1,5,1,1,1,NA,NA,other,39,male,college graduate,white,urban
1,1959,1,5,1,2,10,3,2,democrat,63,male,college graduate,white,suburban
2,1953,1,2,1,4,10,3,2,republican,69,male,high school or less,white,other
6,1986,2,2,3,4,11,8,2,other,36,female,high school or less,hispanic,other
1,2000,1,2,1,1,2,2,2,democrat,22,male,high school or less,white,urban
1,1986,2,3,2,2,11,3,1,democrat,36,female,some college,black,suburban
2,1956,1,5,1,4,1,1,2,republican,66,male,college graduate,white,other
2,1959,2,3,1,4,1,2,2,republican,63,female,some college,white,other
1,1998,2,5,1,3,9,3,2,democrat,24,female,college graduate,white,rural
1,1952,1,5,1,2,5,3,2,democrat,70,male,college graduate,white,suburban
6,1953,1,2,1,1,12,NA,NA,other,69,male,high school or less,white,urban
2,1942,1,5,1,4,1,1,2,republican,80,male,college graduate,white,other
1,1957,1,2,1,2,1,3,2,democrat,65,male,high school or less,white,suburban
2,1961,2,3,1,4,2,1,2,republican,61,female,some college,white,other
1,1988,1,5,1,2,2,3,2,democrat,34,male,college graduate,white,suburban
2,1967,1,4,1,4,1,1,1,republican,55,male,some college,white,other
6,1956,1,2,2,3,11,3,2,other,66,male,high school or less,black,rural
1,1941,1,5,1,4,9,3,2,democrat,81,male,college graduate,white,other
1,1977,1,4,1,1,2,3,1,democrat,45,male,some college,white,urban
1,1955,1,3,1,3,10,1,2,democrat,67,male,some college,white,rural
1,1973,2,3,1,4,12,1,1,democrat,49,female,some college,white,other
2,1942,1,2,1,2,1,NA,NA,republican,80,male,high school or less,white,suburban
2,1951,1,4,1,4,12,1,2,republican,71,male,some college,white,other
2,1947,1,5,1,4,1,1,2,republican,75,male,college graduate,white,other
2,1949,2,2,3,4,1,NA,NA,republican,73,female,high school or less,hispanic,other
2,1993,2,2,1,4,9,3,2,republican,29,female,high school or less,white,other
1,1982,2,5,2,1,1,3,2,democrat,40,female,college graduate,black,urban
1,1952,1,4,1,3,9,3,1,democrat,70,male,some college,white,rural
1,1948,1,4,1,1,2,3,2,democrat,74,male,some college,white,urban
1,1988,1,2,6,3,2,3,2,democrat,34,male,high school or less,other,rural
1,1959,1,5,1,1,1,3,2,democrat,63,male,college graduate,white,urban
1,1964,1,5,1,2,11,3,1,democrat,58,male,college graduate,white,suburban
2,1942,1,2,1,2,1,3,2,republican,80,male,high school or less,white,suburban
1,1964,2,3,1,2,11,3,2,democrat,58,female,some college,white,suburban
1,1937,1,2,1,2,5,3,2,democrat,85,male,high school or less,white,suburban
5,1966,2,4,1,4,11,2,2,did not vote,56,female,some college,white,other
1,1967,2,3,1,1,10,3,2,democrat,55,female,some college,white,urban
2,1950,2,2,1,2,1,3,2,republican,72,female,high school or less,white,suburban
2,1974,1,5,1,2,1,3,2,republican,48,male,college graduate,white,suburban
2,1946,1,5,1,2,1,8,2,republican,76,male,college graduate,white,suburban
1,1962,2,3,1,2,11,2,2,democrat,60,female,some college,white,suburban
2,1944,1,5,1,2,1,3,2,republican,78,male,college graduate,white,suburban
6,1955,2,2,1,3,11,3,2,other,67,female,high school or less,white,rural
1,1954,1,5,1,3,11,1,1,democrat,68,male,college graduate,white,rural
2,1959,1,5,1,2,1,1,2,republican,63,male,college graduate,white,suburban
1,1963,1,5,2,1,1,3,2,democrat,59,male,college graduate,black,urban
6,1954,2,2,1,2,1,3,2,other,68,female,high school or less,white,suburban
1,1943,2,2,3,1,2,NA,NA,democrat,79,female,high school or less,hispanic,urban
1,1961,1,5,1,4,11,1,2,democrat,61,male,college graduate,white,other
2,1980,1,3,1,2,1,2,2,republican,42,male,some college,white,suburban
2,1935,2,2,1,4,1,3,2,republican,87,female,high school or less,white,other
1,1952,2,4,1,4,1,2,2,democrat,70,female,some college,white,other
1,1951,1,5,1,2,1,1,2,democrat,71,male,college graduate,white,suburban
1,1968,1,3,2,4,11,1,1,democrat,54,male,some college,black,other
1,1995,2,5,2,4,1,3,1,democrat,27,female,college graduate,black,other
1,1961,2,2,1,1,12,3,2,democrat,61,female,high school or less,white,urban
1,1967,1,4,2,1,1,NA,NA,democrat,55,male,some college,black,urban
1,1992,1,5,2,1,1,3,2,democrat,30,male,college graduate,black,urban
1,1974,2,4,1,1,12,2,2,democrat,48,female,some college,white,urban
1,1985,1,5,1,1,10,NA,NA,democrat,37,male,college graduate,white,urban
2,1963,1,1,1,4,1,1,1,republican,59,male,high school or less,white,other
6,1987,1,2,3,3,1,NA,NA,other,35,male,high school or less,hispanic,rural
1,1990,2,6,7,2,11,2,2,democrat,32,female,postgraduate,other,suburban
2,1966,1,3,2,1,1,1,2,republican,56,male,some college,black,urban
2,1968,1,2,1,2,1,3,2,republican,54,male,high school or less,white,suburban
2,1994,2,4,1,4,1,8,2,republican,28,female,some college,white,other
6,1997,3,2,1,2,12,NA,NA,other,25,non-binary,high school or less,white,suburban
2,1953,1,2,1,2,1,1,2,republican,69,male,high school or less,white,suburban
2,1962,2,2,1,3,9,1,2,republican,60,female,high school or less,white,rural
1,1976,2,2,1,1,11,2,2,democrat,46,female,high school or less,white,urban
1,1975,1,5,1,1,11,1,2,democrat,47,male,college graduate,white,urban
2,1992,2,2,1,4,10,3,2,republican,30,female,high school or less,white,other
1,1990,1,5,1,2,1,NA,NA,democrat,32,male,college graduate,white,suburban
1,1982,2,4,1,2,7,3,1,democrat,40,female,some college,white,suburban
1,1984,2,3,3,1,12,NA,NA,democrat,38,female,some college,hispanic,urban
6,2001,1,5,4,3,8,3,2,other,21,male,college graduate,asian,rural
1,1970,1,2,1,2,11,3,2,democrat,52,male,high school or less,white,suburban
2,1965,2,1,5,4,7,8,2,republican,57,female,high school or less,other,other
1,1959,1,2,1,2,10,1,2,democrat,63,male,high school or less,white,suburban
1,1961,1,2,1,2,1,3,2,democrat,61,male,high school or less,white,suburban
2,1989,1,5,1,2,1,NA,NA,republican,33,male,college graduate,white,suburban
1,1946,2,2,1,2,2,3,2,democrat,76,female,high school or less,white,suburban
2,1959,1,4,1,3,10,1,2,republican,63,male,some college,white,rural
2,1953,2,2,1,4,2,3,2,republican,69,female,high school or less,white,other
2,1951,1,6,1,2,1,1,2,republican,71,male,postgraduate,white,suburban
2,1946,2,3,1,2,1,NA,2,republican,76,female,some college,white,suburban
2,1958,2,5,1,3,10,2,2,republican,64,female,college graduate,white,rural
1,1990,1,6,1,2,10,1,2,democrat,32,male,postgraduate,white,suburban
2,1937,2,2,1,5,1,1,2,republican,85,female,high school or less,white,other
2,1986,2,4,1,2,1,2,2,republican,36,female,some college,white,suburban
1,1960,2,1,1,2,1,NA,NA,democrat,62,female,high school or less,white,suburban
1,1990,2,6,3,2,9,3,2,democrat,32,female,postgraduate,hispanic,suburban
1,1955,2,4,1,3,2,3,2,democrat,67,female,some college,white,rural
6,1992,2,5,1,3,11,2,1,other,30,female,college graduate,white,rural
6,1984,2,3,1,1,1,2,2,other,38,female,some college,white,urban
1,1968,1,1,1,2,10,3,2,democrat,54,male,high school or less,white,suburban
6,1994,1,3,1,1,11,NA,NA,other,28,male,some college,white,urban
2,1963,1,3,2,3,1,1,2,republican,59,male,some college,black,rural
2,1987,2,2,1,3,11,1,2,republican,35,female,high school or less,white,rural
6,1997,2,3,2,4,1,NA,NA,other,25,female,some college,black,other
6,1964,2,2,1,2,1,3,1,other,58,female,high school or less,white,suburban
2,1953,1,6,1,2,2,1,2,republican,69,male,postgraduate,white,suburban
1,1992,2,3,5,1,11,1,1,democrat,30,female,some college,other,urban
1,1960,1,4,3,2,2,3,2,democrat,62,male,some college,hispanic,suburban
6,1986,2,3,1,1,11,3,1,other,36,female,some college,white,urban
1,1998,1,2,1,2,9,NA,NA,democrat,24,male,high school or less,white,suburban
1,1965,1,5,1,4,10,1,2,democrat,57,male,college graduate,white,other
6,2003,1,2,2,1,1,NA,NA,other,19,male,high school or less,black,urban
6,2003,2,3,1,2,3,2,2,other,19,female,some college,white,suburban
2,1997,2,5,1,1,2,3,2,republican,25,female,college graduate,white,urban
1,1944,2,2,1,4,9,3,2,democrat,78,female,high school or less,white,other
3,2000,2,2,1,2,9,2,2,did not vote,22,female,high school or less,white,suburban
3,1986,1,4,1,2,10,3,2,did not vote,36,male,some college,white,suburban
2,1994,2,3,1,4,10,1,2,republican,28,female,some college,white,other
2,1975,1,3,1,3,11,1,2,republican,47,male,some college,white,rural
6,1995,1,3,2,2,1,NA,NA,other,27,male,some college,black,suburban
1,2001,2,3,1,3,1,2,2,democrat,21,female,some college,white,rural
6,1987,2,5,4,1,11,3,2,other,35,female,college graduate,asian,urban
1,1963,1,6,2,1,1,1,2,democrat,59,male,postgraduate,black,urban
2,1958,2,3,1,2,1,8,2,republican,64,female,some college,white,suburban
1,1953,2,6,1,3,12,3,2,democrat,69,female,postgraduate,white,rural
2,1966,2,2,7,2,3,1,2,republican,56,female,high school or less,other,suburban
1,1965,1,5,1,1,9,1,2,democrat,57,male,college graduate,white,urban
2,1946,1,5,1,2,1,1,2,republican,76,male,college graduate,white,suburban
2,1954,1,6,1,3,10,8,2,republican,68,male,postgraduate,white,rural
2,1960,2,6,1,1,1,1,2,republican,62,female,postgraduate,white,urban
1,1976,1,3,2,2,1,NA,NA,democrat,46,male,some college,black,suburban
2,1953,1,5,1,2,1,1,2,republican,69,male,college graduate,white,suburban
1,1985,2,3,6,3,11,3,2,democrat,37,female,some college,other,rural
5,1970,1,1,1,4,1,NA,NA,did not vote,52,male,high school or less,white,other
1,1982,1,3,1,2,9,3,1,democrat,40,male,some college,white,suburban
1,1979,1,5,1,3,11,3,2,democrat,43,male,college graduate,white,rural
2,1956,2,5,1,4,1,2,2,republican,66,female,college graduate,white,other
6,1995,2,3,1,1,9,NA,NA,other,27,female,some college,white,urban
6,1980,2,5,1,2,1,3,2,other,42,female,college graduate,white,suburban
2,1965,2,5,1,2,1,NA,NA,republican,57,female,college graduate,white,suburban
2,1966,1,4,1,4,1,1,2,republican,56,male,some college,white,other
1,1957,2,4,1,4,2,3,2,democrat,65,female,some college,white,other
6,1985,1,5,4,2,2,3,2,other,37,male,college graduate,asian,suburban
2,1964,2,5,1,3,1,2,2,republican,58,female,college graduate,white,rural
2,1977,1,5,3,2,10,NA,NA,republican,45,male,college graduate,hispanic,suburban
1,1996,2,4,1,2,1,2,2,democrat,26,female,some college,white,suburban
2,1962,2,4,1,2,1,3,2,republican,60,female,some college,white,suburban
1,1964,2,6,1,4,1,1,2,democrat,58,female,postgraduate,white,other
2,1978,2,5,1,2,1,2,1,republican,44,female,college graduate,white,suburban
6,1961,2,1,1,1,2,3,2,other,61,female,high school or less,white,urban
1,1948,1,6,1,2,2,3,1,democrat,74,male,postgraduate,white,suburban
2,1956,2,2,1,1,12,8,2,republican,66,female,high school or less,white,urban
6,1966,1,2,6,3,1,3,2,other,56,male,high school or less,other,rural
2,1955,1,2,7,4,1,1,2,republican,67,male,high school or less,other,other
1,1938,2,5,1,3,1,3,2,democrat,84,female,college graduate,white,rural
1,1971,2,3,2,2,1,3,1,democrat,51,female,some college,black,suburban
1,1949,2,3,1,2,1,3,2,democrat,73,female,some college,white,suburban
1,1978,2,5,1,4,9,3,1,democrat,44,female,college graduate,white,other
2,1977,1,4,4,1,2,1,2,republican,45,male,some college,asian,urban
1,2002,1,4,2,2,11,3,1,democrat,20,male,some college,black,suburban
1,1985,1,6,1,2,9,3,2,democrat,37,male,postgraduate,white,suburban
1,1999,2,5,1,1,1,3,2,democrat,23,female,college graduate,white,urban
1,1958,1,6,1,3,10,3,2,democrat,64,male,postgraduate,white,rural
1,1979,2,3,2,1,2,8,2,democrat,43,female,some college,black,urban
1,1942,1,2,1,1,1,3,2,democrat,80,male,high school or less,white,urban
1,1964,2,4,2,3,11,3,2,democrat,58,female,some college,black,rural
1,1943,2,3,2,2,1,3,2,democrat,79,female,some college,black,suburban
1,1949,1,5,1,1,11,3,2,democrat,73,male,college graduate,white,urban
1,1979,2,6,1,3,11,2,1,democrat,43,female,postgraduate,white,rural
1,1951,2,5,5,1,1,3,2,democrat,71,female,college graduate,other,urban
1,1963,2,2,1,2,11,3,1,democrat,59,female,high school or less,white,suburban
2,1961,2,1,1,4,12,8,2,republican,61,female,high school or less,white,other
2,1943,2,2,1,3,2,3,2,republican,79,female,high school or less,white,rural
1,1961,2,4,2,1,12,1,2,democrat,61,female,some college,black,urban
2,1956,2,2,1,1,1,3,2,republican,66,female,high school or less,white,urban
2,1951,2,6,1,3,1,3,2,republican,71,female,postgraduate,white,rural
1,1963,2,5,1,3,7,3,2,democrat,59,female,college graduate,white,rural
6,1980,2,2,1,4,11,3,2,other,42,female,high school or less,white,other
6,1995,2,4,3,2,2,3,2,other,27,female,some college,hispanic,suburban
1,1967,2,3,2,4,1,3,2,democrat,55,female,some college,black,other
2,1991,1,4,1,4,1,1,2,republican,31,male,some college,white,other
1,1953,2,6,1,2,1,3,2,democrat,69,female,postgraduate,white,suburban
