age,age_cohort,vote_choice,race,income_tier,urbanicity,region,education,gender,religion,state,pid7
77,"(64,90]",democrat,White,Upper income,Urban,South,Postgraduate Degree,Male,Agnostic,Virginia,1
21,"(18,29]",democrat,White,Lower income,Urban,South,Some College,Female,Nothing in particular,South Carolina,2
39,"(29,49]",democrat,Asian,Lower income,Urban,Midwest,4-year College Degree,Male,Buddhist,Ohio,2
39,"(29,49]",democrat,Black,Lower income,Urban,Midwest,No High School,Female,Roman Catholic,Missouri,1
21,"(18,29]",democrat,White,Lower income,Urban,Midwest,2-year College Degree,Male,Roman Catholic,Ohio,2
40,"(29,49]",democrat,Black,Lower income,Urban,Northeast,Some College,Male,Protestant,Massachusetts,4
25,"(18,29]",democrat,White,Lower income,Urban,West,4-year College Degree,Male,Atheist,Oklahoma,2
27,"(18,29]",democrat,Black,Lower income,Urban,South,Some College,Female,Protestant,North Carolina,2
39,"(29,49]",democrat,White,Lower income,Rural,West,Some College,Male,Atheist,Montana,1
69,"(64,90]",democrat,White,Lower income,Urban,Midwest,Some College,Male,Roman Catholic,Kansas,1
29,"(18,29]",democrat,Black,Lower income,Urban,West,No High School,Female,Nothing in particular,Colorado,1
24,"(18,29]",republican,White,Lower income,Rural,South,High School Graduate,Male,Protestant,Virginia,7
27,"(18,29]",democrat,White,Upper income,Urban,Midwest,Postgraduate Degree,Male,Roman Catholic,Minnesota,1
67,"(64,90]",democrat,White,Lower income,Urban,Northeast,Some College,Male,Agnostic,Maine,3
48,"(29,49]",republican,White,Lower income,Rural,West,High School Graduate,Female,Nothing in particular,Nevada,7
31,"(29,49]",democrat,Black,Lower income,Urban,South,2-year College Degree,Male,Something else,North Carolina,1
27,"(18,29]",republican,Black,Lower income,Urban,South,High School Graduate,Male,Muslim,Kentucky,7
37,"(29,49]",democrat,Black,Lower income,Urban,Midwest,No High School,Female,Protestant,Kansas,3
76,"(64,90]",republican,White,Lower income,Rural,South,Some College,Female,Protestant,Louisiana,4
46,"(29,49]",democrat,Middle Eastern,Lower income,Rural,Northeast,High School Graduate,Female,Agnostic,New York,3
28,"(18,29]",democrat,Hispanic,Lower income,Urban,West,High School Graduate,Female,Roman Catholic,Washington,2
22,"(18,29]",democrat,Black,Lower income,Urban,Northeast,High School Graduate,Female,Nothing in particular,Massachusetts,2
23,"(18,29]",democrat,Black,Lower income,Rural,South,High School Graduate,Male,Protestant,North Carolina,2
41,"(29,49]",democrat,Hispanic,Lower income,Urban,South,Some College,Female,Roman Catholic,Delaware,4
36,"(29,49]",democrat,White,Lower income,Rural,Midwest,Some College,Female,Nothing in particular,Michigan,3
25,"(18,29]",democrat,Black,Lower income,Urban,South,4-year College Degree,Female,Protestant,Alabama,1
30,"(29,49]",democrat,Black,Lower income,Urban,South,No High School,Male,Protestant,Florida,1
27,"(18,29]",republican,Hispanic,Lower income,Urban,Midwest,High School Graduate,Female,Nothing in particular,South Dakota,4
29,"(18,29]",republican,Black,Lower income,Urban,Midwest,No High School,Male,Something else,Missouri,7
60,"(49,64]",republican,White,Lower income,Rural,South,High School Graduate,Female,Protestant,Kentucky,7
30,"(29,49]",republican,Middle Eastern,Lower income,Urban,South,High School Graduate,Male,Something else,Maryland,4
60,"(49,64]",democrat,Black,Lower income,Urban,South,No High School,Female,Protestant,Virginia,1
43,"(29,49]",democrat,White,Lower income,Rural,West,Some College,Male,Jewish,Montana,3
22,"(18,29]",democrat,Black,Lower income,Urban,West,High School Graduate,Male,Protestant,Hawaii,2
40,"(29,49]",democrat,Black,Lower income,Rural,Midwest,High School Graduate,Male,Nothing in particular,Nebraska,1
41,"(29,49]",democrat,Other,Lower income,Urban,West,High School Graduate,Female,Nothing in particular,Hawaii,1
54,"(49,64]",democrat,Other,Lower income,Urban,Midwest,Some College,Female,Hindu,Ohio,1
22,"(18,29]",democrat,White,Lower income,Rural,Midwest,Some College,Female,Nothing in particular,South Dakota,1
27,"(18,29]",democrat,White,Upper income,Urban,South,Postgraduate Degree,Male,Roman Catholic,Mississippi,1
54,"(49,64]",democrat,White,Lower income,Urban,Midwest,No High School,Male,Nothing in particular,Michigan,1
46,"(29,49]",republican,White,Lower income,Urban,South,High School Graduate,Female,Roman Catholic,Mississippi,4
60,"(49,64]",democrat,Black,Lower income,Urban,West,Some College,Male,Nothing in particular,Colorado,3
25,"(18,29]",democrat,Asian,Lower income,Urban,Midwest,4-year College Degree,Female,Nothing in particular,Kansas,1
36,"(29,49]",democrat,Black,Lower income,Urban,West,Some College,Female,Hindu,Nevada,4
27,"(18,29]",republican,White,Lower income,Urban,Midwest,High School Graduate,Male,Roman Catholic,Kansas,7
28,"(18,29]",democrat,Black,Upper income,Urban,West,Some College,Male,Nothing in particular,Colorado,4
54,"(49,64]",democrat,Other,Upper income,Urban,Northeast,4-year College Degree,Male,Something else,Rhode Island,1
26,"(18,29]",democrat,Black,Lower income,Urban,Midwest,High School Graduate,Male,Hindu,Missouri,2
21,"(18,29]",democrat,Black,Lower income,Urban,West,High School Graduate,Male,Hindu,Hawaii,1
28,"(18,29]",republican,Black,Lower income,Urban,Midwest,High School Graduate,Male,Nothing in particular,Nebraska,7
65,"(64,90]",democrat,Black,Lower income,Rural,South,Some College,Female,Atheist,Alabama,1
20,"(18,29]",republican,Hispanic,Lower income,Urban,West,Some College,Female,Roman Catholic,Washington,7
50,"(49,64]",republican,White,Lower income,Rural,South,Some College,Male,Roman Catholic,Arkansas,7
27,"(18,29]",republican,White,Lower income,Rural,Midwest,High School Graduate,Male,Nothing in particular,South Dakota,7
26,"(18,29]",republican,Black,Lower income,Urban,South,High School Graduate,Female,Protestant,Alabama,2
24,"(18,29]",democrat,Black,Lower income,Urban,West,High School Graduate,Female,Nothing in particular,Montana,2
45,"(29,49]",democrat,Black,Lower income,Urban,West,No High School,Female,Protestant,Idaho,2
64,"(49,64]",republican,White,Lower income,Urban,West,2-year College Degree,Female,Something else,Colorado,7
46,"(29,49]",democrat,Black,Lower income,Rural,West,High School Graduate,Female,Nothing in particular,Nevada,3
28,"(18,29]",democrat,Black,Lower income,Urban,West,Postgraduate Degree,Female,Protestant,Hawaii,1
24,"(18,29]",republican,White,Lower income,Urban,South,No High School,Male,Something else,Louisiana,7
21,"(18,29]",democrat,White,Lower income,Rural,South,Some College,Male,Nothing in particular,Kentucky,3
25,"(18,29]",republican,Hispanic,Lower income,Urban,West,Some College,Male,Something else,Colorado,4
44,"(29,49]",democrat,Black,Lower income,Urban,Midwest,High School Graduate,Male,Something else,Minnesota,3
30,"(29,49]",democrat,Asian,Upper income,Urban,Midwest,4-year College Degree,Female,Buddhist,Ohio,1
37,"(29,49]",democrat,White,Lower income,Urban,West,Some College,Male,Roman Catholic,Montana,1
29,"(18,29]",democrat,Black,Lower income,Urban,West,High School Graduate,Female,Protestant,Oklahoma,2
45,"(29,49]",republican,Other,Upper income,Rural,West,4-year College Degree,Male,Protestant,Alaska,4
66,"(64,90]",republican,White,Lower income,Rural,Midwest,High School Graduate,Male,Protestant,Minnesota,5
34,"(29,49]",republican,White,Lower income,Urban,West,High School Graduate,Female,Nothing in particular,Colorado,7
26,"(18,29]",republican,Middle Eastern,Lower income,Urban,West,High School Graduate,Male,Nothing in particular,Colorado,7
59,"(49,64]",democrat,Hispanic,Lower income,Urban,Midwest,Some College,Female,Something else,Indiana,1
55,"(49,64]",democrat,Black,Lower income,Urban,South,High School Graduate,Female,Protestant,Georgia,1
41,"(29,49]",democrat,White,Lower income,Urban,Midwest,No High School,Male,Agnostic,South Dakota,3
46,"(29,49]",democrat,White,Lower income,Rural,West,No High School,Female,Something else,Colorado,6
62,"(49,64]",democrat,Black,Lower income,Urban,Midwest,4-year College Degree,Male,Nothing in particular,Ohio,1
25,"(18,29]",democrat,White,Lower income,Urban,South,4-year College Degree,Female,Mormon,Mississippi,2
71,"(64,90]",democrat,Black,Lower income,Urban,Northeast,High School Graduate,Male,Nothing in particular,Pennsylvania,2
35,"(29,49]",democrat,Black,Lower income,Rural,West,High School Graduate,Female,Protestant,Washington,1
27,"(18,29]",democrat,Black,Lower income,Urban,Midwest,4-year College Degree,Male,Protestant,Ohio,1
57,"(49,64]",democrat,Black,Lower income,Urban,South,High School Graduate,Female,Protestant,Arkansas,4
22,"(18,29]",democrat,White,Upper income,Urban,Midwest,4-year College Degree,Female,Roman Catholic,Kansas,3
32,"(29,49]",republican,White,Lower income,Rural,Northeast,High School Graduate,Female,Protestant,Pennsylvania,5
32,"(29,49]",democrat,Black,Upper income,Urban,Midwest,Postgraduate Degree,Male,Protestant,Ohio,1
