presvote20post,birthyr,gender4,educ,race,urbancity,religpew,gunown,edloan,vvweight,inputstate,pid7,votereg,faminc_new
2,1954,2,3,1,2,2,1,2,1.0503404551,18,7,1,6
2,1967,1,2,1,3,11,8,2,1.8687750962,6,5,1,97
6,1976,2,3,1,2,10,2,2,NA,9,4,2,9
1,1983,1,5,1,1,2,3,2,1.3953878977,6,1,1,14
2,1984,1,3,1,2,12,1,2,1.8630104347,36,4,1,10
2,1960,2,3,1,4,1,3,2,1.5535536562,17,7,1,5
2,1954,1,4,1,4,1,NA,NA,0.7108301192,48,7,1,11
1,1978,1,4,1,1,2,3,2,0.967907531,36,1,1,12
6,1994,2,3,1,3,11,2,1,1.736720376,54,4,1,3
1,1986,1,3,3,1,12,3,1,1.2096170981,30,1,1,6
1,2000,1,3,1,2,10,NA,NA,1.7422630713,39,1,1,97
1,1980,1,5,2,2,12,3,1,1.6072701865,9,1,1,6
6,2003,1,3,1,2,11,2,2,0.3365693278,13,1,1,15
1,1961,2,2,1,2,11,3,1,0.7163937609,13,1,1,5
3,1947,1,5,1,4,11,1,2,0.4196757219,21,4,1,3
2,1955,1,3,1,2,1,1,2,0.9429754584,17,7,1,8
2,1982,1,3,1,2,1,1,2,0.8247236709,40,5,1,11
2,1962,1,2,1,2,11,1,2,1.3641784062,51,5,1,11
1,2000,2,4,1,2,11,3,2,1.7647497251,48,1,1,11
2,1995,1,5,1,4,11,NA,NA,NA,47,6,2,4
2,1951,2,2,1,1,2,1,2,1.1717081743,27,7,1,97
1,1938,2,6,1,4,5,3,1,0.7990068738,53,1,1,6
1,1961,1,4,3,1,11,3,2,NA,48,8,1,3
2,1948,2,3,1,4,1,2,2,0.8261775756,47,5,1,4
1,1965,1,5,1,1,10,3,2,0.4671263149,41,1,1,11
2,1967,1,5,1,2,2,3,2,0.8599864348,48,7,1,8
1,1983,1,5,1,1,10,1,2,1.0144877433,48,1,1,8
6,2001,1,3,2,1,11,8,2,0.2583991338,13,1,1,1
2,1980,1,3,1,3,1,8,2,1.435585663,51,7,1,11
2,1948,1,4,1,4,1,1,2,0.9684339105,16,5,1,5
1,1950,1,5,1,2,9,3,2,0.5577117881,27,1,1,9
2,1966,1,5,1,1,9,1,2,0.8856559282,29,4,1,10
6,1965,2,4,6,1,11,3,2,NA,6,4,2,5
6,2000,1,2,1,3,11,3,2,3.6410990441,40,4,2,1
2,1953,2,2,1,2,1,2,2,1.6126617685,53,7,1,5
2,1951,2,2,1,1,1,NA,2,1.2381386908,48,5,1,97
2,1952,1,2,3,1,2,3,2,NA,36,5,1,3
1,1937,2,2,1,3,2,3,2,0.4556195965,36,3,1,3
1,1973,2,2,1,2,2,NA,NA,0.4145039051,33,1,1,9
1,1951,1,2,1,1,2,NA,NA,0.4812340157,31,1,1,8
1,1941,1,2,2,2,12,3,2,0.7388805897,4,1,1,97
2,1964,1,2,1,2,1,3,2,1.3155065749,13,6,1,6
1,1985,1,5,1,2,9,2,2,1.3953878977,6,3,1,8
1,1970,1,5,1,2,11,3,2,0.4313772213,18,1,1,7
6,2003,1,3,6,2,1,NA,NA,0.6851500681,17,5,1,1
2,1972,2,3,1,2,1,3,2,1.170232488,13,7,1,9
2,1989,1,5,1,3,2,1,2,0.8634163003,1,7,1,14
1,1976,1,2,2,2,10,3,2,2.4155555252,13,3,1,2
1,1955,1,5,1,2,10,1,2,NA,49,3,1,10
2,1997,2,5,1,2,1,3,2,1.8269694801,51,6,1,8
1,1983,1,6,4,1,2,1,2,2.6018384071,18,4,1,10
1,1997,2,4,1,2,1,3,2,NA,8,1,1,10
1,1976,1,5,1,1,10,3,2,NA,21,2,1,5
2,1949,1,3,1,1,2,3,2,0.6794030701,33,2,1,4
6,1983,1,5,1,1,1,NA,NA,1.0557851217,1,6,1,6
1,1959,1,5,1,2,10,3,2,0.4690360933,48,1,1,10
2,1953,1,2,1,4,10,3,2,NA,24,7,1,6
6,1986,2,2,3,4,11,8,2,NA,40,8,2,1
1,2000,1,2,1,1,2,2,2,NA,31,2,1,9
1,1986,2,3,2,2,11,3,1,0.6677909084,26,4,1,5
2,1956,1,5,1,4,1,1,2,1.503093258,51,7,1,11
2,1959,2,3,1,4,1,2,2,0.4547632074,47,6,1,7
1,1998,2,5,1,3,9,3,2,1.1410023704,9,3,1,97
1,1952,1,5,1,2,5,3,2,0.5559740037,6,1,1,8
6,1953,1,2,1,1,12,NA,NA,NA,4,4,2,4
2,1942,1,5,1,4,1,1,2,NA,48,5,1,5
1,1957,1,2,1,2,1,3,2,0.5340008179,42,4,1,97
2,1961,2,3,1,4,2,1,2,1.1020796027,34,6,1,97
1,1988,1,5,1,2,2,3,2,1.0734480607,45,8,1,2
2,1967,1,4,1,4,1,1,1,0.5412334036,36,5,1,5
6,1956,1,2,2,3,11,3,2,NA,24,1,3,7
1,1941,1,5,1,4,9,3,2,0.4459073472,26,1,1,9
1,1977,1,4,1,1,2,3,1,0.2936361756,46,3,1,97
1,1955,1,3,1,3,10,1,2,0.4013003987,35,4,1,97
1,1973,2,3,1,4,12,1,1,0.8292526687,45,3,1,6
2,1942,1,2,1,2,1,NA,NA,0.4719997535,13,7,1,4
2,1951,1,4,1,4,12,1,2,0.7630286017,12,5,1,8
2,1947,1,5,1,4,1,1,2,1.0083246486,36,5,1,10
2,1949,2,2,3,4,1,NA,NA,1.0843536062,4,7,1,3
2,1993,2,2,1,4,9,3,2,1.4489807428,25,4,1,3
1,1982,2,5,2,1,1,3,2,1.2919997552,36,2,1,97
1,1952,1,4,1,3,9,3,1,0.6743254836,6,1,1,14
1,1948,1,4,1,1,2,3,2,0.3636974056,51,3,1,8
1,1988,1,2,6,3,2,3,2,NA,42,4,1,11
1,1959,1,5,1,1,1,3,2,0.6157390516,31,3,1,3
1,1964,1,5,1,2,11,3,1,0.7714376253,39,1,1,8
2,1942,1,2,1,2,1,3,2,0.8232109465,12,7,1,5
1,1964,2,3,1,2,11,3,2,0.6677109461,48,3,1,1
1,1937,1,2,1,2,5,3,2,0.2649905987,34,1,1,97
5,1966,2,4,1,4,11,2,2,0.3628185523,9,4,1,4
1,1967,2,3,1,1,10,3,2,0.6593696426,41,1,1,11
2,1950,2,2,1,2,1,3,2,0.5473209857,39,7,1,3
2,1974,1,5,1,2,1,3,2,1.3093587991,39,6,1,11
2,1946,1,5,1,2,1,8,2,1.0063113494,13,7,1,7
1,1962,2,3,1,2,11,2,2,0.7390620576,26,3,1,11
2,1944,1,5,1,2,1,3,2,0.8007132882,55,6,1,10
6,1955,2,2,1,3,11,3,2,NA,37,2,1,3
1,1954,1,5,1,3,11,1,1,0.4260968517,36,1,1,6
2,1959,1,5,1,2,1,1,2,0.8524606351,55,7,1,97
1,1963,1,5,2,1,1,3,2,0.8498682677,36,1,1,2
6,1954,2,2,1,2,1,3,2,NA,21,7,2,2
1,1943,2,2,3,1,2,NA,NA,0.8871197343,48,1,1,5
1,1961,1,5,1,4,11,1,2,0.6484609975,27,2,1,12
2,1980,1,3,1,2,1,2,2,NA,47,4,1,9
2,1935,2,2,1,4,1,3,2,0.938372024,12,7,1,1
1,1952,2,4,1,4,1,2,2,0.8996937781,35,2,1,97
1,1951,1,5,1,2,1,1,2,0.400305415,21,1,1,9
1,1968,1,3,2,4,11,1,1,NA,13,4,1,97
1,1995,2,5,2,4,1,3,1,1.0577705474,37,1,1,3
1,1961,2,2,1,1,12,3,2,1.515548924,6,3,1,6
1,1967,1,4,2,1,1,NA,NA,0.5752894489,6,1,1,6
1,1992,1,5,2,1,1,3,2,NA,17,2,1,11
1,1974,2,4,1,1,12,2,2,0.5587224423,36,3,1,97
1,1985,1,5,1,1,10,NA,NA,0.8682513054,18,1,1,10
2,1963,1,1,1,4,1,1,1,2.2259360998,48,6,1,9
6,1987,1,2,3,3,1,NA,NA,NA,12,8,2,2
1,1990,2,6,7,2,11,2,2,0.9049833186,26,2,1,6
2,1966,1,3,2,1,1,1,2,1.7957298597,13,7,1,7
2,1968,1,2,1,2,1,3,2,1.2289276878,48,7,1,8
2,1994,2,4,1,4,1,8,2,3.3140088356,51,7,1,97
6,1997,3,2,1,2,12,NA,NA,NA,24,1,2,4
2,1953,1,2,1,2,1,1,2,0.870787617,39,5,1,8
2,1962,2,2,1,3,9,1,2,0.3127689455,29,4,1,4
1,1976,2,2,1,1,11,2,2,0.4800332527,36,1,1,4
1,1975,1,5,1,1,11,1,2,0.4690360933,48,4,1,16
2,1992,2,2,1,4,10,3,2,1.2199217977,36,2,1,2
1,1990,1,5,1,2,1,NA,NA,NA,12,2,1,8
1,1982,2,4,1,2,7,3,1,0.9415555659,36,3,1,4
1,1984,2,3,3,1,12,NA,NA,0.6692785837,42,5,1,3
6,2001,1,5,4,3,8,3,2,0.5786387963,48,5,1,11
1,1970,1,2,1,2,11,3,2,0.7058991717,13,1,1,3
2,1965,2,1,5,4,7,8,2,0.287137153,21,7,1,2
1,1959,1,2,1,2,10,1,2,0.684002211,47,1,1,6
1,1961,1,2,1,2,1,3,2,NA,48,4,1,5
2,1989,1,5,1,2,1,NA,NA,2.0323614683,4,6,1,11
1,1946,2,2,1,2,2,3,2,0.7735251706,42,1,1,2
2,1959,1,4,1,3,10,1,2,0.9643714754,18,7,1,5
2,1953,2,2,1,4,2,3,2,1.0063835556,13,7,1,2
2,1951,1,6,1,2,1,1,2,0.5761393815,4,4,1,12
2,1946,2,3,1,2,1,NA,2,0.7827668072,40,4,1,97
2,1958,2,5,1,3,10,2,2,1.1482477466,47,7,1,12
1,1990,1,6,1,2,10,1,2,1.3953133485,51,3,1,12
2,1937,2,2,1,5,1,1,2,1.0500757227,48,6,1,97
2,1986,2,4,1,2,1,2,2,NA,51,6,1,10
1,1960,2,1,1,2,1,NA,NA,1.0103507127,12,3,1,2
1,1990,2,6,3,2,9,3,2,0.9713298134,12,3,1,12
1,1955,2,4,1,3,2,3,2,0.7914237292,9,1,1,6
6,1992,2,5,1,3,11,2,1,NA,48,1,1,4
6,1984,2,3,1,1,1,2,2,NA,36,4,1,7
1,1968,1,1,1,2,10,3,2,3.0110810538,12,2,1,1
6,1994,1,3,1,1,11,NA,NA,NA,12,7,1,6
2,1963,1,3,2,3,1,1,2,NA,17,7,1,8
2,1987,2,2,1,3,11,1,2,0.7500403753,42,6,1,8
6,1997,2,3,2,4,1,NA,NA,NA,51,3,1,6
6,1964,2,2,1,2,1,3,1,NA,47,2,2,2
2,1953,1,6,1,2,2,1,2,0.9212399353,13,6,1,9
1,1992,2,3,5,1,11,1,1,NA,19,1,1,6
1,1960,1,4,3,2,2,3,2,NA,25,3,1,4
6,1986,2,3,1,1,11,3,1,NA,27,4,1,3
1,1998,1,2,1,2,9,NA,NA,1.9601660182,42,2,1,2
1,1965,1,5,1,4,10,1,2,0.5544585393,29,3,1,14
6,2003,1,2,2,1,1,NA,NA,NA,36,4,2,2
6,2003,2,3,1,2,3,2,2,1.6751978645,48,5,1,14
2,1997,2,5,1,1,2,3,2,NA,48,7,1,13
1,1944,2,2,1,4,9,3,2,0.8528305624,6,2,1,6
3,2000,2,2,1,2,9,2,2,NA,13,1,2,6
3,1986,1,4,1,2,10,3,2,0.4472621887,24,4,1,11
2,1994,2,3,1,4,10,1,2,1.0645429054,42,6,1,4
2,1975,1,3,1,3,11,1,2,0.9643714754,18,7,1,2
6,1995,1,3,2,2,1,NA,NA,1.2895196089,34,4,1,7
1,2001,2,3,1,3,1,2,2,1.7891450103,1,3,1,8
6,1987,2,5,4,1,11,3,2,NA,36,4,1,15
1,1963,1,6,2,1,1,1,2,0.3923717311,55,3,1,9
2,1958,2,3,1,2,1,8,2,0.9134486644,13,7,1,97
1,1953,2,6,1,3,12,3,2,0.6778971274,48,1,1,11
2,1966,2,2,7,2,3,1,2,0.3527157638,51,4,1,12
1,1965,1,5,1,1,9,1,2,0.6116442131,6,4,1,14
2,1946,1,5,1,2,1,1,2,NA,35,2,1,97
2,1954,1,6,1,3,10,8,2,0.8466802384,31,4,1,8
2,1960,2,6,1,1,1,1,2,0.8618896219,15,6,1,12
1,1976,1,3,2,2,1,NA,NA,0.9342877594,12,1,1,4
2,1953,1,5,1,2,1,1,2,0.9805992566,12,7,1,8
1,1985,2,3,6,3,11,3,2,0.2384692701,1,1,1,4
5,1970,1,1,1,4,1,NA,NA,NA,21,6,1,2
1,1982,1,3,1,2,9,3,1,NA,49,3,1,10
1,1979,1,5,1,3,11,3,2,0.892612482,36,3,1,97
2,1956,2,5,1,4,1,2,2,NA,13,5,1,8
6,1995,2,3,1,1,9,NA,NA,0.0546869265,22,1,1,5
6,1980,2,5,1,2,1,3,2,NA,6,4,2,9
2,1965,2,5,1,2,1,NA,NA,0.4570645755,37,7,1,12
2,1966,1,4,1,4,1,1,2,1.2525520225,53,6,1,12
1,1957,2,4,1,4,2,3,2,0.6134496285,36,1,1,10
6,1985,1,5,4,2,2,3,2,NA,37,3,2,11
2,1964,2,5,1,3,1,2,2,0.9782354495,1,6,1,11
2,1977,1,5,3,2,10,NA,NA,0.5304822814,34,5,1,15
1,1996,2,4,1,2,1,2,2,1.5234514162,48,1,1,9
2,1962,2,4,1,2,1,3,2,1.4919025056,26,5,1,6
1,1964,2,6,1,4,1,1,2,0.6372515927,37,2,1,9
2,1978,2,5,1,2,1,2,1,2.1653429321,6,7,1,6
6,1961,2,1,1,1,2,3,2,NA,41,4,2,3
1,1948,1,6,1,2,2,3,1,0.8615394777,17,1,1,97
2,1956,2,2,1,1,12,8,2,1.5854924871,6,7,1,5
6,1966,1,2,6,3,1,3,2,NA,22,4,1,1
2,1955,1,2,7,4,1,1,2,0.0895656461,42,4,1,3
1,1938,2,5,1,3,1,3,2,0.6682586055,25,1,1,5
1,1971,2,3,2,2,1,3,1,0.6520133354,24,2,1,6
1,1949,2,3,1,2,1,3,2,0.8423985226,20,1,1,3
1,1978,2,5,1,4,9,3,1,1.2292407258,8,4,1,2
2,1977,1,4,4,1,2,1,2,1.4758711524,55,7,1,6
1,2002,1,4,2,2,11,3,1,2.8528680957,36,2,1,6
1,1985,1,6,1,2,9,3,2,0.3795373331,21,1,1,6
1,1999,2,5,1,1,1,3,2,NA,12,1,1,3
1,1958,1,6,1,3,10,3,2,0.5453964826,12,3,1,9
1,1979,2,3,2,1,2,8,2,0.784980489,25,1,1,5
1,1942,1,2,1,1,1,3,2,0.5824362834,4,1,1,4
1,1964,2,4,2,3,11,3,2,0.4007727628,5,4,1,4
1,1943,2,3,2,2,1,3,2,0.4492258311,13,1,1,8
1,1949,1,5,1,1,11,3,2,0.6071391071,53,1,1,5
1,1979,2,6,1,3,11,2,1,NA,32,2,1,11
1,1951,2,5,5,1,1,3,2,0.0656995031,17,3,1,12
1,1963,2,2,1,2,11,3,1,0.7163937609,13,1,1,10
2,1961,2,1,1,4,12,8,2,1.1636557089,54,7,1,1
2,1943,2,2,1,3,2,3,2,1.727326166,46,7,1,8
1,1961,2,4,2,1,12,1,2,0.7577469252,47,1,1,5
2,1956,2,2,1,1,1,3,2,1.119583772,42,7,1,4
2,1951,2,6,1,3,1,3,2,1.7623538824,8,6,1,10
1,1963,2,5,1,3,7,3,2,1.1142160321,23,1,1,9
6,1980,2,2,1,4,11,3,2,NA,17,8,1,3
6,1995,2,4,3,2,2,3,2,0.7126594023,42,2,1,1
1,1967,2,3,2,4,1,3,2,0.5446671715,28,2,1,3
2,1991,1,4,1,4,1,1,2,1.492009495,48,7,1,6
1,1953,2,6,1,2,1,3,2,0.7391200237,13,1,1,7
6,1957,1,2,1,1,11,1,2,0.1811854231,51,4,1,6
1,1955,1,5,1,2,1,3,2,0.3895816466,13,2,1,10
2,1968,1,4,1,4,2,1,2,1.1234664186,26,7,1,5
2,1940,1,2,1,4,2,8,2,0.9152038147,53,5,1,97
6,1955,2,2,1,4,1,1,2,NA,39,8,3,3
1,1973,1,3,1,1,12,2,2,0.6211160198,42,7,1,2
1,1952,2,2,1,1,1,3,2,0.5247575546,31,1,1,2
2,1955,1,5,1,4,1,1,1,1.0746906128,6,6,1,11
1,1960,2,4,2,3,10,NA,NA,0.5459420289,12,1,1,3
1,1982,2,2,1,2,11,3,2,1.1217249043,6,2,1,12
1,1993,2,3,1,2,10,3,2,NA,12,1,1,4
1,1960,2,3,2,2,1,3,2,0.9122695071,37,1,1,9
1,1966,1,5,2,2,2,8,2,NA,48,6,1,7
1,1974,2,3,1,4,12,2,1,0.9485281811,29,3,1,4
1,1954,2,6,1,4,11,1,2,0.5859974712,24,1,1,8
2,1967,1,4,3,1,1,3,2,0.5444526845,48,4,1,8
1,1994,2,5,1,2,11,3,2,1.1357151312,36,1,1,11
2,1974,1,6,7,1,5,3,2,0.220841886,36,6,1,14
2,1997,1,5,3,3,1,NA,NA,1.5109579772,48,7,1,8
2,1969,2,3,1,4,1,1,2,1.3097517391,37,7,1,5
6,1980,1,1,7,1,2,NA,NA,0.3435781633,25,4,1,1
1,1946,1,5,1,1,1,1,2,0.5344783411,18,1,1,11
1,1948,2,5,1,1,1,3,2,0.696019706,41,1,1,97
2,1960,1,6,1,2,2,2,2,1.2050092803,17,7,1,8
1,1951,2,6,1,4,11,1,2,0.6596915436,4,3,1,4
2,1942,1,5,1,2,1,8,2,1.0083246486,36,7,1,16
6,1998,2,3,1,4,9,2,2,0.6349431226,26,3,1,1
2,1981,2,4,1,5,2,3,2,1.7684625958,36,7,1,9
1,1944,1,3,1,2,9,3,2,0.4243582965,48,1,1,97
1,1965,2,3,1,1,11,3,2,0.7624175675,6,1,1,2
2,1953,1,6,1,3,2,1,2,1.4157965,39,4,1,97
2,1949,1,4,7,4,1,1,2,0.5084063696,51,5,1,9
1,1953,1,3,1,2,10,3,2,0.6743254836,6,4,1,11
1,1985,2,4,1,4,1,3,1,1.1282494864,26,4,1,97
1,1981,1,5,4,3,8,3,2,1.2013595468,25,1,1,15
1,1969,2,3,1,2,1,3,2,0.8278904316,24,5,1,6
1,1958,2,2,2,2,1,3,2,1.2026018018,13,1,1,2
2,1953,2,4,1,3,1,3,2,1.5312691607,20,4,1,2
6,1998,1,2,1,2,10,1,2,NA,6,5,1,4
1,1984,1,3,2,1,1,3,2,1.1425439274,24,1,1,1
2,1967,1,2,1,4,2,1,2,0.9677170203,36,7,1,8
1,1953,1,6,1,1,5,3,2,0.9195516475,36,1,1,13
6,1971,2,3,1,1,11,1,2,0.4187129541,35,6,1,10
1,1949,1,5,1,3,11,3,2,0.5926735133,42,3,1,3
1,1990,1,2,1,3,2,3,2,1.1747090568,34,1,1,2
2,1957,1,2,1,2,11,3,2,0.9329152449,17,7,1,2
3,1946,1,5,7,2,12,3,2,0.1006243052,36,4,1,3
1,1979,2,3,1,2,11,3,1,0.7593497766,26,3,1,7
6,1986,1,5,1,2,2,3,2,NA,28,7,1,9
6,1962,1,2,1,4,9,3,2,NA,36,1,1,4
2,1966,2,2,5,2,2,3,2,0.9618623881,26,7,1,2
2,1938,2,3,1,2,1,1,2,0.7650625009,12,7,1,8
1,1995,2,6,1,2,11,3,2,1.1027684582,25,1,1,97
1,1967,1,3,1,4,1,3,2,0.7302764482,42,6,1,11
2,1961,1,2,1,2,2,1,2,1.4161434093,26,7,1,5
1,1985,1,4,1,1,11,1,1,1.7105270337,41,3,1,7
2,1937,1,5,1,2,1,NA,2,0.9581470606,47,7,1,4
2,1958,2,2,1,4,2,3,2,1.2813696354,26,7,1,3
3,1963,2,5,1,2,11,2,1,0.6739769308,27,4,1,97
1,1954,2,5,1,4,10,1,2,0.6495497452,6,4,1,11
2,1958,2,1,7,4,11,1,2,NA,5,4,1,2
2,1941,1,6,1,4,1,1,2,0.9467995319,53,7,1,15
2,1953,1,3,3,2,1,1,2,0.2750516143,12,7,1,7
5,1971,1,2,1,2,10,1,1,1.2344738302,53,5,1,2
2,1949,1,3,1,4,1,1,2,1.6966693821,18,7,1,97
1,1971,2,5,1,1,1,3,1,0.5205192056,12,2,1,3
2,1972,1,3,1,3,12,1,2,0.7958221487,6,5,1,11
1,1987,1,3,1,1,2,3,1,NA,48,2,1,8
1,1943,1,5,1,2,10,1,2,0.5577117881,27,1,1,7
1,1943,1,6,1,1,1,3,2,0.6753521341,48,3,1,12
2,1952,1,5,1,2,12,1,2,0.8725295184,48,8,1,6
6,1952,1,2,1,4,1,3,2,NA,36,4,2,3
1,1969,2,5,2,1,1,3,2,0.3411428648,6,2,1,11
1,1958,1,5,1,1,11,3,2,0.5196023563,51,1,1,10
1,1957,1,5,1,2,1,3,2,0.5559740037,6,1,1,9
2,1948,1,2,1,3,3,1,2,1.1953697453,30,5,1,4
1,1949,1,5,1,4,9,1,2,0.43231595,12,1,1,10
1,1976,1,5,1,2,11,NA,NA,0.7119538405,42,4,1,9
1,1988,2,4,2,2,1,1,2,1.0401707911,13,2,1,6
2,1964,1,5,1,1,11,1,2,NA,32,4,1,11
2,1969,1,4,1,4,1,1,1,0.9900778309,19,7,1,8
2,1943,1,4,1,2,1,3,2,0.3122390482,9,6,1,6
1,1990,1,5,1,1,2,3,1,0.9376494825,18,3,1,8
6,1983,2,3,2,1,2,8,2,NA,32,8,3,97
1,1973,2,3,2,1,11,3,1,0.6042097436,42,4,1,1
1,1984,1,5,4,3,2,3,2,0.3107514711,37,4,1,9
6,1993,2,4,1,1,11,3,1,NA,39,4,1,5
1,1964,2,3,1,3,9,2,2,0.7624175675,6,1,1,9
2,1962,1,2,5,4,11,1,2,0.3070996255,47,7,1,8
1,1978,2,5,1,4,9,3,2,0.7871912851,25,3,1,12
2,1951,1,3,1,2,2,1,2,0.7108301192,48,7,1,10
2,1960,1,3,1,4,9,3,2,0.7958221487,6,5,1,2
2,1973,1,3,1,2,1,3,2,1.0599739789,12,4,1,7
1,1939,2,5,2,1,1,3,2,0.5176113934,6,1,1,12
6,1947,2,2,1,3,1,3,2,NA,34,4,2,3
1,1963,1,2,1,4,1,1,2,1.0522943128,42,1,1,3
2,1965,2,5,1,2,9,3,1,0.7915839373,26,1,1,3
1,1954,1,2,2,4,1,3,2,1.8462246712,51,1,1,6
2,1981,1,4,7,2,7,3,2,0.8030316631,15,4,1,11
2,1951,1,5,1,2,1,8,1,0.6188746098,4,7,1,8
2,1956,1,5,6,2,1,1,2,0.1064209402,6,6,1,12
1,1958,2,5,1,5,9,3,1,0.6945004113,53,3,1,2
2,1943,1,3,1,2,11,8,2,NA,41,4,1,2
2,1954,1,3,1,4,1,1,2,0.4984363275,42,6,1,9
1,1953,2,6,1,4,1,1,2,0.6067801485,29,3,1,8
3,1968,1,4,1,4,11,3,1,NA,33,4,1,10
1,1953,1,3,2,1,1,3,2,0.9245057145,11,2,1,1
1,1954,1,3,1,2,11,1,2,0.5563869324,55,3,1,5
1,1945,1,3,1,1,9,3,2,0.6743254836,6,1,1,97
6,1985,2,5,1,2,4,2,2,NA,51,2,2,12
1,1975,1,5,1,3,9,1,2,0.3637233671,21,3,1,3
2,1939,2,2,1,4,1,1,2,0.7732899501,26,6,1,3
1,1965,1,3,2,2,1,3,2,0.7414871164,24,1,1,4
1,1988,1,2,1,3,9,NA,NA,0.9813906155,12,1,1,1
5,1979,1,5,4,2,1,3,2,4.6899952018,48,4,1,5
2,1967,1,3,1,1,1,1,2,0.862536999,29,7,1,11
2,1973,1,5,1,2,1,1,2,1.013326755,13,5,1,8
1,1964,2,4,2,2,1,1,1,0.6402728797,51,1,1,1
3,1989,2,4,1,1,1,1,1,0.1771275193,1,4,1,6
1,1933,1,6,1,1,2,3,2,0.9169423119,36,1,1,14
6,1964,2,5,5,3,11,3,2,0.1657531346,42,4,1,2
1,1961,2,3,2,1,1,3,1,0.5505661067,17,1,1,13
2,1934,1,1,1,2,1,3,2,1.6742466716,6,7,1,4
4,1977,1,3,7,1,1,3,2,0.0122222025,37,4,1,3
6,2003,1,5,1,3,2,3,2,NA,17,1,1,6
1,1981,1,5,1,1,2,3,1,NA,12,5,1,11
2,1967,1,5,1,4,12,1,2,1.1017412412,48,7,1,9
1,1946,2,6,1,2,10,3,2,NA,6,1,1,10
2,1992,2,5,4,2,11,3,1,1.6781856831,36,6,1,2
1,1972,2,4,1,1,11,3,2,0.7624175675,6,3,1,12
1,1997,1,5,2,1,2,2,1,2.2276757753,17,1,1,6
1,1992,1,5,1,1,2,2,1,NA,48,1,1,10
6,1994,2,4,4,2,1,3,2,0.2335205835,18,4,1,5
2,1946,1,6,1,1,10,1,2,0.8224891429,6,5,1,14
1,2002,2,3,1,1,5,2,1,NA,13,1,1,97
2,1950,2,2,1,3,1,1,2,1.2932896792,39,7,1,7
1,1959,1,3,1,3,11,3,2,0.4657556885,17,1,1,4
2,1969,2,3,1,1,1,1,1,1.1006510591,12,6,1,8
1,1985,2,2,1,3,11,3,2,0.6819093727,51,1,1,3
1,1967,2,2,1,4,11,3,2,0.7163937609,13,1,1,7
1,1967,1,2,7,4,10,1,2,0.2217327547,47,4,1,9
2,1959,2,3,1,4,1,3,2,1.411890351,34,7,1,11
1,2000,2,3,6,1,11,3,1,1.0682750175,36,1,1,11
2,1948,1,6,1,1,1,1,2,0.9670406669,6,7,1,8
1,1995,2,5,1,1,5,3,1,0.7989586015,27,3,1,11
1,1953,1,5,1,4,10,3,2,0.4260968517,36,1,1,8
6,1999,2,3,1,4,11,8,2,NA,4,8,2,97
1,1951,1,6,1,2,9,3,2,1.3911354221,45,3,1,9
6,2004,2,2,2,2,12,NA,NA,NA,51,4,2,6
1,1964,1,6,1,2,10,3,2,0.8743076563,4,3,1,1
2,1952,1,3,1,3,11,1,2,0.6160990393,6,1,1,5
2,1965,2,4,6,2,11,3,2,0.3737309091,12,7,1,5
2,1964,2,4,1,2,1,3,2,1.3180854823,55,6,1,3
2,1967,1,3,7,2,2,1,2,0.4386056064,4,5,1,13
1,1963,1,6,1,2,5,3,2,0.8743076563,4,1,1,13
1,1945,2,4,2,1,1,3,1,0.2845556816,9,1,1,97
2,1954,1,6,1,4,10,3,2,0.9429452269,23,6,1,7
2,1995,1,6,1,2,1,1,1,2.7153754657,5,7,1,12
6,2004,2,2,2,1,2,3,2,NA,21,6,3,2
1,1972,1,3,1,3,9,3,2,0.534392691,39,4,1,2
1,1994,1,5,1,2,9,3,1,2.8297020127,34,1,1,9
2,1959,1,2,1,4,11,1,2,1.8687750962,6,7,1,3
1,1982,2,2,1,4,11,3,2,1.1594136327,18,1,1,3
1,1962,2,6,1,3,9,3,2,0.7162035284,10,3,1,97
1,1979,1,2,1,4,9,1,2,0.867771036,42,4,1,5
2,1949,1,3,1,2,1,3,2,1.2312172884,6,7,1,9
1,1997,1,5,2,1,2,3,2,NA,48,2,1,1
2,1954,1,5,1,2,1,1,2,1.1961713379,6,7,1,11
4,1977,2,5,1,2,10,3,2,0.2487160966,29,3,1,9
2,1952,2,2,1,4,1,3,2,0.8541649437,33,7,1,8
1,1944,2,6,1,4,12,3,2,0.3679575861,31,1,1,8
2,1948,1,5,1,2,2,1,2,0.8725295184,48,4,1,8
2,1964,2,3,1,5,1,3,2,1.1006510591,12,5,1,9
2,1969,2,2,1,4,1,2,2,0.8903037936,48,7,1,15
2,1956,2,2,1,1,1,3,2,1.6350188386,6,7,1,7
1,1983,2,5,3,2,10,1,2,1.1148650786,6,2,1,6
1,1936,1,5,1,5,9,1,2,0.3297587284,47,4,1,5
1,1964,1,5,3,2,2,3,2,0.2980088083,48,2,1,10
2,1971,1,4,1,1,11,1,2,1.0113299203,39,4,1,7
2,1962,1,6,1,2,11,3,2,0.9409109814,42,7,1,4
1,1954,1,5,2,1,9,3,2,0.8831696914,29,4,1,12
1,1952,2,6,1,1,5,2,2,0.5932583951,12,1,1,10
2,1939,1,5,1,2,2,1,2,0.5175954586,36,4,1,9
2,1971,2,5,1,4,1,1,2,1.253231789,1,7,1,6
1,1958,2,3,1,4,10,3,1,NA,38,1,1,2
